Track,Album,Album Disc Number,Album Label,Album Track Number,Dates,District/Neighborhood,Holiday/Special Event,Land,Loop,Loop Notes,Loop Total Length,Loop Track Length,Track Artist,Track No.,Track Notes
Sunshine,,,,,"March 10, 2017 → April 16, 2017",,Food and Wine Festival,Performance Corridor,"Food and Wine Festival 2017, Food and Wine Festival 2018","A preliminary tracklist for the 2017 and presumably 2018 iteration of the Food and Wine Festival BGM. Tracklist compiled by Castmem928 based on a YouTube video. See MouseBits,  https://forums.mousebits.com/threads/dca-food-and-wine-2017-complete-playlist.9515/.",Unknown,,Matisyahu,1,
California Dreamin,,,,,"March 10, 2017 → April 16, 2017",,Food and Wine Festival,Performance Corridor,"Food and Wine Festival 2017, Food and Wine Festival 2018",,,,Freischwimmer,6,
Con Sabor Latino,,,,,"March 10, 2017 → April 16, 2017",,Food and Wine Festival,Performance Corridor,"Food and Wine Festival 2017, Food and Wine Festival 2018",,,,Poncho Sanchez,2,
The Gateway,,,,,"March 10, 2017 → April 16, 2017",,Food and Wine Festival,Performance Corridor,"Food and Wine Festival 2017, Food and Wine Festival 2018",,,,Red Hot Chili Peppers,13,
Anywhere You Want To Go,,,,,"March 10, 2017 → April 16, 2017",,Food and Wine Festival,Performance Corridor,"Food and Wine Festival 2017, Food and Wine Festival 2018",,,,Santana,7,
Let It Go,,,,,"March 10, 2017 → April 16, 2017",,Food and Wine Festival,Performance Corridor,"Food and Wine Festival 2017, Food and Wine Festival 2018",,,,Dam Funk and Snoop Dogg,9,
The Wire,,,,,"March 10, 2017 → April 16, 2017",,Food and Wine Festival,Performance Corridor,"Food and Wine Festival 2017, Food and Wine Festival 2018",,,,HAIM,15,
Show You The Way,,,,,"March 10, 2017 → April 16, 2017",,Food and Wine Festival,Performance Corridor,"Food and Wine Festival 2017, Food and Wine Festival 2018",,,,Thundercat featuring Michael McDonald and Kenny Loggins,4,
California,,,,,"March 10, 2017 → April 16, 2017",,Food and Wine Festival,Performance Corridor,"Food and Wine Festival 2017, Food and Wine Festival 2018",,,,Laurie Antonioli,3,
Sunshine,,,,,"March 10, 2017 → April 16, 2017",,Food and Wine Festival,Performance Corridor,"Food and Wine Festival 2017, Food and Wine Festival 2018",,,,Powers,8,
Queen Of California,,,,,"March 10, 2017 → April 16, 2017",,Food and Wine Festival,Performance Corridor,"Food and Wine Festival 2017, Food and Wine Festival 2018",,,,John Mayer,14,
Where Would I Be?,,,,,"March 10, 2017 → April 16, 2017",,Food and Wine Festival,Performance Corridor,"Food and Wine Festival 2017, Food and Wine Festival 2018",,,,Gwen Stefani,11,
Do You Know The Way To San Jose,My Friends & Me (2006),,,,"March 10, 2017 → April 16, 2017",,Food and Wine Festival,Performance Corridor,"Food and Wine Festival 2017, Food and Wine Festival 2018",,,,Celia Cruz and Dionne Warwick,10,
Oakland Zone,,,,,"March 10, 2017 → April 16, 2017",,Food and Wine Festival,Performance Corridor,"Food and Wine Festival 2017, Food and Wine Festival 2018",,,,Tower of Power,12,
Porquito Para Aqui,,,,,"March 10, 2017 → April 16, 2017",,Food and Wine Festival,Performance Corridor,"Food and Wine Festival 2017, Food and Wine Festival 2018",,,,Los Lobos,5,
California,"Songs of Shadow, Songs of Light ",,,,"March 1, 2019 → April 23, 2019",,Food and Wine Festival,Performance Corridor,Food and Wine Festival 2019,,,03:46.6,Laurie Antonioli,9,Edited 0:00-3:46
Sunshine,Spark Seeker,,,,"March 1, 2019 → April 23, 2019",,Food and Wine Festival,Performance Corridor,Food and Wine Festival 2019,,,03:32.8,Matisyahu,7,
The Wire,Days Are Gone,,,,"March 1, 2019 → April 23, 2019",,Food and Wine Festival,Performance Corridor,Food and Wine Festival 2019,,,03:34.4,HAIM,6,Edited 0:00-3:39
Do You Know The Way To San Jose,My Friends & Me,,,,"March 1, 2019 → April 23, 2019",,Food and Wine Festival,Performance Corridor,Food and Wine Festival 2019,"A preliminary tracklist for the 2019 iteration of the Food and Wine Festival BGM. Tracklist compiled by pixelated based on his reference induction recording. See MouseBits,  https://forums.mousebits.com/threads/dca-food-and-wine-festival-loop-track-list-2019.10184/.",00:58:09.271,04:02.3,Dionne Warwick & Celia Cruz,1,Edited 0:00-4:03
The Getaway,The Getaway,,,,"March 1, 2019 → April 23, 2019",,Food and Wine Festival,Performance Corridor,Food and Wine Festival 2019,,,04:08.6,Red Hot Chili Peppers,4,
Show You The Way,Drunk,,,,"March 1, 2019 → April 23, 2019",,Food and Wine Festival,Performance Corridor,Food and Wine Festival 2019,,,03:15.4,"Thundercat Featuring Flying Lotus, Michael McDonald & Kenny Loggins",10,Edited 0:00-3:16
Oakland Zone,Oakland Zone,,,,"March 1, 2019 → April 23, 2019",,Food and Wine Festival,Performance Corridor,Food and Wine Festival 2019,,,04:46.1,Tower Of Power,3,
California Dreamin’ [Radio Edit],California Dreamin [Single],,,,"March 1, 2019 → April 23, 2019",,Food and Wine Festival,Performance Corridor,Food and Wine Festival 2019,,,03:26.4,Freischwimmer,12,
Poquito Para Aqui,Gates Of Gold,,,,"March 1, 2019 → April 23, 2019",,Food and Wine Festival,Performance Corridor,Food and Wine Festival 2019,,,03:49.5,Los Lobos,11,
Let It Go,7 Days Of Funk,,,,"March 1, 2019 → April 23, 2019",,Food and Wine Festival,Performance Corridor,Food and Wine Festival 2019,,,04:17.8,7 Days Of Funk,15,Edited 0:00-4:15
Sunshine,Sunshine [Single],,,,"March 1, 2019 → April 23, 2019",,Food and Wine Festival,Performance Corridor,Food and Wine Festival 2019,,,04:11.1,POWERS,14,Edited 0:01-End
Queen Of California,Born And Raised,,,,"March 1, 2019 → April 23, 2019",,Food and Wine Festival,Performance Corridor,Food and Wine Festival 2019,,,03:49.4,John Mayer,5,Edited 0:00-3:43
Anywhere You Want To Go,Santana IV,,,,"March 1, 2019 → April 23, 2019",,Food and Wine Festival,Performance Corridor,Food and Wine Festival 2019,,,03:36.0,Santana,13,Edited 0:26-3:55
Con Sabor Latino,Psychedelic Blues,,,,"March 1, 2019 → April 23, 2019",,Food and Wine Festival,Performance Corridor,Food and Wine Festival 2019,,,04:38.9,Poncho Sanchez,8,
Where Would I Be?,This Is What The Truth Feels Like,,,,"March 1, 2019 → April 23, 2019",,Food and Wine Festival,Performance Corridor,Food and Wine Festival 2019,,,03:13.7,Gwen Stefani,2,Follows silent gap of 00:00.2 seconds
Do You Know The Way To San Jose,My Friends & Me,,,,"February 28, 2020 → March 16, 2020",,Food and Wine Festival,Performance Corridor,"Food and Wine Festival 2020, Food and Wine Festival 2022, Food and Wine Festival 2023","This is a preliminary tracklist for the 2020-2023 Food and Wine Festival loop. Tracklist compiled by Pixelated and junglecskipper based on a reference recording by pixelated. 15 tracks were added to the end of the 2019 F&W Loop similar to what was done to the Festival of Holidays loop in 2017. See Mousebits, https://forums.mousebits.com/threads/dca-food-and-wine-festival-2020-bgm.10291/.",01:43:06.427,00:04:02.022,Dionne Warwick & Celia Cruz,1,
"Land of 1000 Dances (featuring Glove
  & Chali 2na)",G. Love & Special Sauce,,,,"February 28, 2020 → March 16, 2020",,Food and Wine Festival,Performance Corridor,"Food and Wine Festival 2020, Food and Wine Festival 2022, Food and Wine Festival 2023",,,00:03:05.144,Ozomatli,23,Edited 0:02-End
Poquito Para Aqui,Gates Of Gold,,,,"February 28, 2020 → March 16, 2020",,Food and Wine Festival,Performance Corridor,"Food and Wine Festival 2020, Food and Wine Festival 2022, Food and Wine Festival 2023",,,00:03:49.349,Los Lobos,11,
Breaking Down the Door (featuring Buika),Africa Speaks,,,,"February 28, 2020 → March 16, 2020",,Food and Wine Festival,Performance Corridor,"Food and Wine Festival 2020, Food and Wine Festival 2022, Food and Wine Festival 2023",,,00:04:26.952,Santana,19,
The Getaway,The Getaway,,,,"February 28, 2020 → March 16, 2020",,Food and Wine Festival,Performance Corridor,"Food and Wine Festival 2020, Food and Wine Festival 2022, Food and Wine Festival 2023",,,00:04:08.705,Red Hot Chili Peppers,4,
Where Would I Be?,This Is What The Truth Feels Like,,,,"February 28, 2020 → March 16, 2020",,Food and Wine Festival,Performance Corridor,"Food and Wine Festival 2020, Food and Wine Festival 2022, Food and Wine Festival 2023",,,00:03:13.910,Gwen Stefani,2,
West Coast Poplock,Low Rider Magazine Soundtrack Vol. 2,,,,"February 28, 2020 → March 16, 2020",,Food and Wine Festival,Performance Corridor,"Food and Wine Festival 2020, Food and Wine Festival 2022, Food and Wine Festival 2023",,,00:02:25.072,Ronnie Hudson & the Street People,22,Edited 0:06-2:27
Oakland Zone,Oakland Zone,,,,"February 28, 2020 → March 16, 2020",,Food and Wine Festival,Performance Corridor,"Food and Wine Festival 2020, Food and Wine Festival 2022, Food and Wine Festival 2023",,,00:04:44.943,Tower of Power,3,
California Soul [Diplo Remix],Verve Remixed,,,,"February 28, 2020 → March 16, 2020",,Food and Wine Festival,Performance Corridor,"Food and Wine Festival 2020, Food and Wine Festival 2022, Food and Wine Festival 2023",,,00:01:55.622,"Diplo, Marlena Shaw",18,Edited 1:52-3:45
Settle Down (So Shifty Remix),Settle Down,,,,"February 28, 2020 → March 16, 2020",,Food and Wine Festival,Performance Corridor,"Food and Wine Festival 2020, Food and Wine Festival 2022, Food and Wine Festival 2023",,,00:03:37.503,No Doubt,26,
Show You The Way,Drunk,,,,"February 28, 2020 → March 16, 2020",,Food and Wine Festival,Performance Corridor,"Food and Wine Festival 2020, Food and Wine Festival 2022, Food and Wine Festival 2023",,,00:03:15.271,Thundercat,10,Edited 0:00-3:16
California Dreamin’ [Radio Edit],California Dreamin [Single],,,,"February 28, 2020 → March 16, 2020",,Food and Wine Festival,Performance Corridor,"Food and Wine Festival 2020, Food and Wine Festival 2022, Food and Wine Festival 2023",,,00:03:26.267,Freischwimmer,12,
Questions (Feat. Jakob Dylan & Eric Clapton),Echo in the Canyon OST,,,,"February 28, 2020 → March 16, 2020",,Food and Wine Festival,Performance Corridor,"Food and Wine Festival 2020, Food and Wine Festival 2022, Food and Wine Festival 2023",,,00:03:12.211,"Jakob Dylan, Eric Clapton",28,
Let It Go,7 Days Of Funk,,,,"February 28, 2020 → March 16, 2020",,Food and Wine Festival,Performance Corridor,"Food and Wine Festival 2020, Food and Wine Festival 2022, Food and Wine Festival 2023",,,00:04:16.914,7 Days of Funk,15,Edited 0:00-4:15
Sunshine,Sunshine [Single],,,,"February 28, 2020 → March 16, 2020",,Food and Wine Festival,Performance Corridor,"Food and Wine Festival 2020, Food and Wine Festival 2022, Food and Wine Festival 2023",,,00:04:10.995,POWERS,14,Edited 0:01-End
"California Love (featuring Roger Troutman, Dr. Dre)",2Pac’s Greatest Hits,,,,"February 28, 2020 → March 16, 2020",,Food and Wine Festival,Performance Corridor,"Food and Wine Festival 2020, Food and Wine Festival 2022, Food and Wine Festival 2023",,,00:00:41.963,2Pac,21,Edited 0:00-0:43
West Coast Love,The Juice: Vol 2,,,,"February 28, 2020 → March 16, 2020",,Food and Wine Festival,Performance Corridor,"Food and Wine Festival 2020, Food and Wine Festival 2022, Food and Wine Festival 2023",,,00:03:32.075,Emotional Oranges,25,
California,"Songs of Shadow, Songs of Light ",,,,"February 28, 2020 → March 16, 2020",,Food and Wine Festival,Performance Corridor,"Food and Wine Festival 2020, Food and Wine Festival 2022, Food and Wine Festival 2023",,,00:03:46.357,Laurie Antonioli,9,Edited 0:00-3:46
The Wire,Days Are Gone,,,,"February 28, 2020 → March 16, 2020",,Food and Wine Festival,Performance Corridor,"Food and Wine Festival 2020, Food and Wine Festival 2022, Food and Wine Festival 2023",,,00:03:34.112,HAIM,6,Edited 0:00-3:39
Malibu,Younger Now,,,,"February 28, 2020 → March 16, 2020",,Food and Wine Festival,Performance Corridor,"Food and Wine Festival 2020, Food and Wine Festival 2022, Food and Wine Festival 2023",,,00:03:43.628,Miley Cyrus,29,
Then There Were Two,Spies in Disguise,,,,"February 28, 2020 → March 16, 2020",,Food and Wine Festival,Performance Corridor,"Food and Wine Festival 2020, Food and Wine Festival 2022, Food and Wine Festival 2023",,,00:02:29.186,"Mark Ronson, Anderson .Paak",30,
Queen of California,Born And Raised,,,,"February 28, 2020 → March 16, 2020",,Food and Wine Festival,Performance Corridor,"Food and Wine Festival 2020, Food and Wine Festival 2022, Food and Wine Festival 2023",,,00:03:49.731,John Mayer,5,Edited 0:00-3:43
California,Delta Spirit,,,,"February 28, 2020 → March 16, 2020",,Food and Wine Festival,Performance Corridor,"Food and Wine Festival 2020, Food and Wine Festival 2022, Food and Wine Festival 2023",,,00:03:17.195,Delta Spirit,20,
Con Sabor Latino,Psychedelic Blues,,,,"February 28, 2020 → March 16, 2020",,Food and Wine Festival,Performance Corridor,"Food and Wine Festival 2020, Food and Wine Festival 2022, Food and Wine Festival 2023",,,00:04:38.755,Poncho Sanchez,8,
California,Did it for the Party,,,,"February 28, 2020 → March 16, 2020",,Food and Wine Festival,Performance Corridor,"Food and Wine Festival 2020, Food and Wine Festival 2022, Food and Wine Festival 2023",,,00:03:17.422,Big & Rich,24,
Sunshine,Spark Seeker,,,,"February 28, 2020 → March 16, 2020",,Food and Wine Festival,Performance Corridor,"Food and Wine Festival 2020, Food and Wine Festival 2022, Food and Wine Festival 2023",,,00:03:32.790,Matisyahu,7,
Uneventful Days (St. Vincent Remix),Uneventful Days (St. Vincent Remix),,,,"February 28, 2020 → March 16, 2020",,Food and Wine Festival,Performance Corridor,"Food and Wine Festival 2020, Food and Wine Festival 2022, Food and Wine Festival 2023",,,00:02:51.610,"Beck, St. Vincent",27,
La Bamba,La Bamba [Single],,,,"February 28, 2020 → March 16, 2020",,Food and Wine Festival,Performance Corridor,"Food and Wine Festival 2020, Food and Wine Festival 2022, Food and Wine Festival 2023",,,00:03:03.316,Ozomatli,17,
Anywhere You Want To Go,Santana IV,,,,"February 28, 2020 → March 16, 2020",,Food and Wine Festival,Performance Corridor,"Food and Wine Festival 2020, Food and Wine Festival 2022, Food and Wine Festival 2023",,,00:03:35.849,Santana,13,Edited 0:26-3:55
101,101,,,,"February 28, 2020 → March 16, 2020",,Food and Wine Festival,Performance Corridor,"Food and Wine Festival 2020, Food and Wine Festival 2022, Food and Wine Festival 2023",,,00:03:21.185,Walla,16,Alt source: 101 - HØØNCH - Audio Paradiso (Unverified as to which is the true source)
Immortals,,,,,"March 18, 2021 → April 5, 2021",,A Touch of Disney,Performance Corridor,A Touch of Disney v.2,"This was the second version of the “A Touch of Disney” event loop, which had several songs added to the original loop on the same day of the event debut. This was a limited-time ticketed event held in March and April 2021 that allowed walking access to much of the Disney California Adventure park while the parks remained closed due to the pandemic. This version was compiled by elecTRONrabbit on the Mousecord discord server.","~3 hours and 5 minutes w/o announcements
",,Fall Out Boy,1,
Main Title Sequence / Winnie the Pooh,,,,,"March 18, 2021 → April 5, 2021",,A Touch of Disney,Performance Corridor,A Touch of Disney v.2,,,,Zooey Deschanel & M. Ward,23,
"It's All Right (feat. Celeste) [From ""Soul""/ Duet Version]",,,,,"March 18, 2021 → April 5, 2021",,A Touch of Disney,Performance Corridor,A Touch of Disney v.2,,,,Jon Batiste,55,
A Dream Is a Wish Your Heart Makes,,,,,"March 18, 2021 → April 5, 2021",,A Touch of Disney,Performance Corridor,A Touch of Disney v.2,,,,Disney Channel Stars,26,
I2I,,,,,"March 18, 2021 → April 5, 2021",,A Touch of Disney,Performance Corridor,A Touch of Disney v.2,,,,DCappella,47,
"The Rainbow Connection (From ""The Muppet Movie"")",,,,,"March 18, 2021 → April 5, 2021",,A Touch of Disney,Performance Corridor,A Touch of Disney v.2,,,,Gwen Stefani,58,
"Zero To Hero (From ""Hercules"")",,,,,"March 18, 2021 → April 5, 2021",,A Touch of Disney,Performance Corridor,A Touch of Disney v.2,,,,Ariana Grande,45,
A Dream Is a Wish (Reggae Version),,,,,"March 18, 2021 → April 5, 2021",,A Touch of Disney,Performance Corridor,A Touch of Disney v.2,,,,Shyam Moses,50,
True to Your Heart,,,,,"March 18, 2021 → April 5, 2021",,A Touch of Disney,Performance Corridor,A Touch of Disney v.2,,,,The Wailing Souls,18,
I Wan'na Be Like You,,,,,"March 18, 2021 → April 5, 2021",,A Touch of Disney,Performance Corridor,A Touch of Disney v.2,,,,Imagination Movers,44,
Dig a Little Deeper,,,,,"March 18, 2021 → April 5, 2021",,A Touch of Disney,Performance Corridor,A Touch of Disney v.2,,,,China Anne McClain,33,
F¤rger I En Vind,,,,,"March 18, 2021 → April 5, 2021",,A Touch of Disney,Performance Corridor,A Touch of Disney v.2,,,,Julia Adams,8,
Who's Afraid of the Big Bad Wolf,,,,,"March 18, 2021 → April 5, 2021",,A Touch of Disney,Performance Corridor,A Touch of Disney v.2,,,,The Circle Session Players,21,
Go the Distance,,,,,"March 18, 2021 → April 5, 2021",,A Touch of Disney,Performance Corridor,A Touch of Disney v.2,,,,Lucas Grabeel,12,
The Tiki Tiki Tiki Room,,,,,"March 18, 2021 → April 5, 2021",,A Touch of Disney,Performance Corridor,A Touch of Disney v.2,,,,Los Lobos,38,
Trust In Me,,,,,"March 18, 2021 → April 5, 2021",,A Touch of Disney,Performance Corridor,A Touch of Disney v.2,,,,Selena Gomez,28,
Be Our Guest,,,,,"March 18, 2021 → April 5, 2021",,A Touch of Disney,Performance Corridor,A Touch of Disney v.2,,,,"Mitchell Hope, Spencer Lee, Kala Balch & Marco Marinangeli",13,
There's a Great Big Beautiful Tomorrow,,,,,"March 18, 2021 → April 5, 2021",,A Touch of Disney,Performance Corridor,A Touch of Disney v.2,,,,They Might Be Giants,57,
La vita a New Orleans,,,,,"March 18, 2021 → April 5, 2021",,A Touch of Disney,Performance Corridor,A Touch of Disney v.2,,,,Sergio Cammariere,10,
Supercalifragilisticoespialidoso,,,,,"March 18, 2021 → April 5, 2021",,A Touch of Disney,Performance Corridor,A Touch of Disney v.2,,,,La Santa Cecilia,51,
Heigh-Ho,,,,,"March 18, 2021 → April 5, 2021",,A Touch of Disney,Performance Corridor,A Touch of Disney v.2,,,,Los Lobos,41,
You've Got a Friend In Me,,,,,"March 18, 2021 → April 5, 2021",,A Touch of Disney,Performance Corridor,A Touch of Disney v.2,,,,The Circle Session Players,19,
You've Got a Friend in Me,,,,,"March 18, 2021 → April 5, 2021",,A Touch of Disney,Performance Corridor,A Touch of Disney v.2,,,,Jordan Fisher & Olivia Holt,46,
Si Humano Fuera Ya,,,,,"March 18, 2021 → April 5, 2021",,A Touch of Disney,Performance Corridor,A Touch of Disney v.2,,,,"King Africa (Claudio Gustavo Duffy), Alex Ubago & Chila Lynn",11,
"Remember Me (feat. Natalia Lafourcade) [From ""Coco""] (Steerner
  Remix)",,,,,"March 18, 2021 → April 5, 2021",,A Touch of Disney,Performance Corridor,A Touch of Disney v.2,,,,Miguel,14,
